N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output
187.43929568785185,7.373912079399721,437.4481598196443,7.581086538957601,0.6001985573992574,0.8613905633137513,18.929964776964226,0.24387994547288874,0.7061473581710676,1.6104917704904793,4.776464339970867,1.2720066240443972,2
263.49428844610895,8.479892936872911,431.8519436473599,7.603402651494447,0.6819013152549952,0.8941086203437588,9.364965878313843,0.25867725282311294,0.6880056524272202,1.253331643273938,4.520687964333213,0.41061943137212803,1
234.62320031910548,9.506132091216866,682.376740597994,7.50508422178265,0.6660563254265557,1.050364431212894,23.435130723431783,0.3231245805089943,0.36266480926484673,1.4369174500891977,3.5362465705179615,1.398909534536339,2
217.02291991400884,9.06989714786964,432.8275559428123,7.57247733792926,0.45386496664282083,0.8394017982845557,18.223636405291757,0.3166768356338336,0.8174148226981901,1.1711644341347807,6.243634688237345,0.7962326597029684,2
158.59446053840162,9.300339558370494,441.3408959288798,7.562914276965874,0.45223731440951587,1.0565563707729904,9.059798059494781,0.2750642691457147,0.6226597111862509,1.349631811339043,5.42319972799419,0.2241203116449333,2
158.59127668437876,8.842228436803223,626.5713397188263,7.609909467821889,0.4938610287107197,0.7361351167004435,25.24299495537226,0.2776810627774213,0.5100490366246263,1.0833298624274292,7.866602231794744,2.1780704238003112,2
145.66703680620233,8.946057350005344,508.90114013120524,7.623095670886626,0.526376154219363,1.0184873592555386,16.319145813039945,0.29335544335535796,0.7260962209224187,1.0470662982026098,2.631648165427326,1.5084490045601475,1
252.33525124229146,9.43250651985249,633.1500116429688,7.462188218865929,0.5429594534929689,1.047494529552442,7.365258882620266,0.24002410046851344,0.4515510021208987,1.3019714032759526,6.473490585046195,2.0216832714784467,2
217.34718155010356,7.5739708274634765,362.8391398744664,7.5813235854305825,0.6378940258916709,0.7745452376633088,18.499341378742855,0.2641244336038028,0.6914304103754763,1.228279300249262,7.221318957052604,1.5838020909288921,1
231.465580269078,8.317217387293736,523.2770535958861,7.469330443841551,0.4198381512580424,0.8764420782726022,10.989298030957485,0.26082318086082146,0.33184116416473597,1.3031734596179825,7.199575654502569,0.8882244488654463,2
140.71715324704593,7.485749269640767,350.7731680696474,7.558794559713924,0.41213544647912326,0.7678549076120987,22.05423838273378,0.26504829467497637,0.7716744206850996,1.0337277347840612,7.994544513359898,1.227659997676809,1
266.0281004853832,9.861770824789605,361.80821731303473,7.511773891227862,0.5371686970303682,0.9897076928876294,22.338223678680436,0.32059058425334414,0.5564939658617252,1.1076012052716355,7.008331904969223,1.583127937556846,1
247.88242858565567,9.726583953028502,682.4462322708762,7.515219787913986,0.6440072922482931,0.9194925849052793,25.576841852678704,0.26796738565464434,0.660181102896868,0.8471861237785966,8.256647187147534,2.203350068939134,2
166.02876260953246,6.922223115242368,390.91324102468616,7.5235325306214245,0.4677023700347689,0.9604825721504117,15.987577573592526,0.2591521322050148,0.431680800893676,0.8180942624904293,4.519083446875198,0.6629994208852983,1
162.00089567133728,8.987283034798635,540.3198592645825,7.57183264082893,0.6245265684396881,0.7805596564520465,15.044633282527517,0.2904263460793032,0.6823905419621463,1.003180559299175,5.590155137199691,2.0174499878005765,2
162.20939530065326,9.668269783988563,494.2163289882685,7.520128993820379,0.49093984827910486,0.786815803441492,21.044859669474263,0.3265645036372732,0.7347321517413021,0.8383071105841021,2.518420285416554,2.124489615541507,2
178.15997607065898,7.359783569894734,469.99046397836025,7.59188582910625,0.7101301380847307,0.7170139034590616,8.562660192472725,0.26413497038375,0.5702672527864193,0.8654727319439615,2.473693648264669,1.5715058219565254,2
207.2678489754554,8.560630214713152,679.9366713611635,7.532814929403297,0.7134914804933158,0.8320476894302492,16.893001827241797,0.24785362427927987,0.6497498082339869,1.517894132962422,3.937995176435545,2.1401612477349166,2
195.01674246075927,9.63801372252293,346.292890774686,7.4723035760557925,0.5040505214984643,0.9294953111468067,16.879576762630105,0.27564047358496646,0.5609792581023192,0.8057638012553542,3.063069198033456,0.9773753207006634,2
176.44224650614154,6.905232533615976,590.2400807467238,7.601076771647139,0.4804978138871342,1.0517533147389049,7.6984097684887836,0.3147651824564978,0.801750253091815,1.3762273704199632,4.064127390636533,2.1875752637681654,1
218.7645821033541,8.962002828465204,704.0898850011492,7.511436498426687,0.543956390223181,0.9734402534580591,14.301480118688964,0.29506905446947945,0.5838280492828756,1.0207531289101683,3.541831889638336,1.6420666722218253,1
156.41318960606952,7.721781922854907,550.8639097155,7.537898038327867,0.4841860548130521,0.8785124925938981,23.05102445120076,0.3216793369574348,0.7729947899658505,1.5718220262514762,2.609105755986711,0.20157257297300996,2
176.5630936066488,9.665628205667245,693.992535572575,7.583379898979942,0.6353343451520963,1.0907792469015967,23.108687802092675,0.3359592147609234,0.7507436320486367,1.2161929018112996,8.140430039429992,2.086982773365535,2
186.3597633147673,9.81028056001264,357.85799412868903,7.519842108286768,0.6891226395918999,0.9948905322360911,7.894677064885588,0.3192662476751617,0.5357776517415961,1.0511303425815997,2.481641265122239,1.16615072369236,1
198.20123791664875,9.727226116251646,497.1414612481814,7.470185418106409,0.635582245818926,1.0813677331736455,7.723489743231401,0.30038030788437536,0.4365464705216113,1.2462278208342799,7.0525958664368975,1.1135128268156758,2
241.6432269038778,8.270064071638139,436.85996056557946,7.527305788462306,0.6885226565372723,0.916311069041588,11.1801790877389,0.28933415880523805,0.5333451729078741,1.1214013775216474,3.385488729854564,1.3448972010356028,2
164.3569392449035,9.472332218066871,615.7119666926774,7.630000744884974,0.5389472567726159,0.8061507526651872,23.48279785733527,0.24400690863482666,0.7644195566763712,1.2891569794962439,8.15880202615749,0.43565831196127686,2
205.87894587059674,9.418103135458718,710.8928943889537,7.575512191513741,0.45471093974810134,0.721658941409536,8.490941959977329,0.33843219788140416,0.43519789470066583,0.8753702388602403,8.036758500624483,1.1327819858769292,1
216.1987230897896,7.789211467054092,435.48142372881415,7.580866246760097,0.6582828315891572,0.9976947891083787,20.37193573281167,0.2783481122575043,0.5984399902217621,1.687231262587547,6.536499199198937,1.921857332444686,2
144.1314544790397,9.3696379698671,586.5863485601483,7.573810787654775,0.5261660767995439,0.749734229182269,7.933428954223375,0.25522282139168667,0.7533532113784112,1.16151140748098,6.651630460747802,0.14375176091978342,1
218.19592045098986,6.914723667618027,413.2771004487013,7.495818585012699,0.6349447888301964,0.8241378025915065,18.42507086033129,0.3066708855396457,0.5044126113206083,1.090372188530779,2.4635298115696442,0.7049594095071294,2
160.50918432672248,8.648436623294364,552.8254967372118,7.53530009553841,0.494725379693618,0.918313072232398,13.056952712294812,0.26842882890954595,0.6632153003514836,1.4233930604509637,8.614993435193423,0.1153509984475804,2
146.5868102740569,7.513027395591879,514.2943449415677,7.595169163705397,0.42843037218233543,0.9314108009896966,21.757170655613926,0.29857782709310476,0.445097365726848,1.1047874539757059,7.942788750456115,1.0162506539466694,1
263.25289091743997,7.173757345909564,707.3620252599841,7.478247121559568,0.7474036284207172,0.9462391107647258,10.597178021389809,0.29867679078445913,0.37010369495248796,1.536612360626457,8.05126709758498,1.6977278128763418,1
265.4634283658418,7.038554925050549,569.2403636246573,7.510013499696148,0.45467052777570977,0.7681646854433772,18.747956770738192,0.2845729820902869,0.746911323801071,1.1879290664115914,6.570055692679476,1.8513225874698904,1
244.70844995137287,8.958495205222233,470.81242139299115,7.509737439523853,0.7459473478872184,0.855692335976876,10.637218944975288,0.3236118615545043,0.3644327428747888,1.4319937402042,4.59526191195049,2.1705136792568744,2
178.20901753088492,7.853612387681006,381.3563982574147,7.537763406967011,0.7420479763982566,0.9530496331179563,20.244571690554295,0.2664967061555443,0.4592597672937715,0.8688569591265356,8.04211351628822,1.4365400562763149,1
150.89271904884268,9.046776991739161,395.4737949192751,7.636466373369593,0.6778363363678139,1.097625734499852,23.46092849467105,0.2848632591617734,0.780310182098592,1.5484296507107027,4.260726308789488,0.6650865693033121,1
228.3187594996047,7.002604656476721,423.62043338146935,7.472150458403088,0.6307980367286992,0.9983287664568724,8.448716162447877,0.2937692128590972,0.5005581078932669,1.4468605478358612,5.963828492189035,2.1246425291180038,2
